session_id,start_utc,start_local,end_utc,end_local,tz_offset,hour_local,day_of_week,duration_min,is_after_2pm,is_subagent,user_messages,assistant_turns,tool_uses,tool_results,total_input_tokens,total_output_tokens,total_cache_read_tokens,total_cache_creation_tokens,avg_input_per_turn,avg_output_per_turn,cache_hit_rate,models_used,primary_model,service_tiers,inference_geos,speed_modes,avg_user_msg_length,median_user_msg_length,avg_assistant_text_length,median_assistant_text_length,avg_thinking_length,thinking_depth_ratio,empty_responses,abandoned_frustrated,tool_success_rate,tool_loops,short_user_msgs,correction_signals,frustration_signals,consecutive_corrections,question_marks_from_user,exclamation_marks_from_user,user_msgs_under_10_chars,user_msgs_under_30_chars,stop_reasons,end_turn_count,tool_use_stop_count,max_tokens_count,unique_tools_used,tool_names,advisor_calls,system_events,compact_boundaries,hook_errors,session_entries_total,turns_per_minute,tokens_per_minute,output_tokens_per_user_msg,is_short_session,is_fragmented
77c6ab830f86,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:33:23.491000+00:00,2026-04-11 12:33:23,+10:00,6,Saturday,339.4,0,1,9,88,44,44,223,50158,8107517,579816,3.0,570.0,93.3,claude-opus-4-6:88,claude-opus-4-6,standard,not_available,standard,2119.0,1703,364.0,152.0,0,0.0,45,0,100.0,9,0,10,1,0,2,0,0,0,tool_use:78|end_turn:8,8,78,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,562,0.26,148.0,5573.0,0,0
5b139c837606,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:56:55.952000+00:00,2026-04-11 13:56:55,+10:00,6,Saturday,422.9,0,1,27,518,308,308,1608,217087,115880493,3655741,3.0,419.0,96.9,claude-opus-4-6:518,claude-opus-4-6,standard,unknown,standard,1671.0,496,153.0,58.0,0,0.0,401,0,100.0,60,0,19,2,0,8,4,0,0,tool_use:494|end_turn:24,24,494,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,1,1,0,4739,1.22,517.0,8040.0,0,0
6ed9e507b55c,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T04:04:55.363000+00:00,2026-04-11 14:04:55,+10:00,6,Saturday,430.9,0,1,29,620,362,362,2005,263725,132137970,3984183,3.0,425.0,97.1,claude-opus-4-6:620,claude-opus-4-6,standard,unknown,standard,1584.0,496,139.0,58.0,0,0.0,475,0,100.0,71,0,20,2,0,8,4,0,0,tool_use:594|end_turn:26,26,594,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,1,1,0,5633,1.44,617.0,9094.0,0,0
75e1675c7a2a,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:36:25.659000+00:00,2026-04-11 12:36:25,+10:00,6,Saturday,342.4,0,1,11,102,50,50,262,58810,10463751,610407,3.0,577.0,94.5,claude-opus-4-6:102,claude-opus-4-6,standard,not_available,standard,2115.0,1703,330.0,129.0,0,0.0,52,0,100.0,11,0,14,1,0,2,0,0,0,tool_use:86|end_turn:10,10,86,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,592,0.3,173.0,5346.0,0,0
6ff49b41e0b0,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:26:05.275000+00:00,2026-04-11 13:26:05,+10:00,6,Saturday,392.1,0,1,19,346,207,207,931,154892,77940475,2216829,3.0,448.0,97.2,claude-opus-4-6:346,claude-opus-4-6,standard,not_available,standard,1414,1279,197.0,78,0,0.0,253,0,100.0,40,0,16,1,0,2,0,0,0,tool_use:313|end_turn:17,17,313,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,2682,0.88,397.0,8152.0,0,0
a5ceca00399f,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:01:29.526000+00:00,2026-04-11 13:01:29,+10:00,6,Saturday,367.5,0,1,14,219,126,126,459,90772,36745838,929917,2.0,414.0,97.5,claude-opus-4-6:219,claude-opus-4-6,standard,not_available,standard,1832.0,1414.0,270.0,104,0,0.0,139,0,100.0,23,0,16,1,0,2,0,0,0,tool_use:162|end_turn:14,14,162,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,855,0.6,248.0,6484.0,0,0
ce6f10decf6d,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:37:48.348000+00:00,2026-04-11 12:37:48,+10:00,6,Saturday,343.8,0,1,13,104,50,50,274,62949,10822707,611299,3.0,605.0,94.7,claude-opus-4-6:104,claude-opus-4-6,standard,unknown,standard,1931.0,1422,318.0,114.0,0,0.0,54,0,100.0,11,0,16,1,0,2,0,0,0,tool_use:91|end_turn:13,13,91,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,662,0.3,184.0,4842.0,0,0
f69dd801c02a,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:26:30.864000+00:00,2026-04-11 13:26:30,+10:00,6,Saturday,392.5,0,1,20,347,207,207,937,163775,77959911,2584830,3.0,472.0,96.8,claude-opus-4-6:347,claude-opus-4-6,standard,unknown,standard,1357.0,1262.0,195.0,77.0,0,0.0,254,0,100.0,40,0,16,1,0,2,0,0,0,tool_use:329|end_turn:18,18,329,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,3128,0.88,420.0,8189.0,0,0
179d632bc658,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:01:39.260000+00:00,2026-04-11 13:01:39,+10:00,6,Saturday,367.6,0,1,15,220,126,126,465,107096,36765274,1191381,2.0,487.0,96.9,claude-opus-4-6:220,claude-opus-4-6,standard,unknown,standard,1713.0,1405,267.0,102.0,0,0.0,140,0,100.0,23,0,16,1,0,2,0,0,0,tool_use:205|end_turn:15,15,205,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,1856,0.6,293.0,7140.0,0,0
0d5b0b38e7db,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:36:28.623000+00:00,2026-04-11 12:36:28,+10:00,6,Saturday,342.4,0,1,12,103,50,50,268,62935,10642886,611093,3.0,611.0,94.6,claude-opus-4-6:103,claude-opus-4-6,standard,not_available,standard,2058.0,1562.0,324.0,120,0,0.0,53,0,100.0,11,0,16,1,0,2,0,0,0,tool_use:91|end_turn:11,11,91,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,659,0.3,185.0,5245.0,0,0
1a601605ac46,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-10T23:20:04.132000+00:00,2026-04-11 09:20:04,+10:00,6,Saturday,146.0,0,1,5,27,12,12,107,7181,1113425,198127,4.0,266.0,84.9,claude-opus-4-6:27,claude-opus-4-6,standard,not_available,standard,2332.0,2295,333.0,104,0,0.0,12,0,100.0,1,0,7,1,0,2,0,0,0,tool_use:17|end_turn:4,4,17,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,73,0.18,50.0,1436.0,0,0
6d4e1264ba06,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-10T20:54:28.359000+00:00,2026-04-11 06:54:28,+10:00,6,Saturday,0.4,0,1,1,6,3,3,31,966,140305,36860,5.0,161.0,79.2,claude-opus-4-6:6,claude-opus-4-6,standard,not_available,standard,3706,3706,201.0,206,0,0.0,3,1,100.0,0,0,2,1,0,0,0,0,0,tool_use:3|end_turn:1,1,3,0,2,SendMessage|ToolSearch,0,0,0,0,10,13.72,2280.0,966.0,1,1
ffb3a99d524c,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:17:36.060000+00:00,2026-04-11 13:17:36,+10:00,6,Saturday,383.6,0,1,18,297,174,174,742,140086,59957153,2152186,2.0,472.0,96.5,claude-opus-4-6:297,claude-opus-4-6,standard,unknown,standard,1478.0,1313.0,218.0,88,0,0.0,207,0,100.0,34,0,16,1,0,2,0,0,0,tool_use:280|end_turn:17,17,280,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,2598,0.77,367.0,7783.0,0,0
831fe28bbb7f,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-10T23:14:32.562000+00:00,2026-04-11 09:14:32,+10:00,6,Saturday,140.5,0,1,4,16,7,7,76,5430,450481,162867,5.0,339.0,73.4,claude-opus-4-6:16,claude-opus-4-6,standard,not_available,standard,2489.0,2485.0,208.0,206,0,0.0,7,0,100.0,1,0,6,1,0,1,0,0,0,tool_use:12|end_turn:3,3,12,0,3,Bash|SendMessage|ToolSearch,0,0,0,0,52,0.11,39.0,1358.0,0,0
8f083e800f60,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-10T22:46:19.407000+00:00,2026-04-11 08:46:19,+10:00,6,Saturday,112.3,0,1,3,14,6,6,64,3923,381462,128305,5.0,280.0,74.8,claude-opus-4-6:14,claude-opus-4-6,standard,not_available,standard,2892,2675,186.0,152.0,0,0.0,6,0,100.0,1,0,5,1,0,1,0,0,0,tool_use:9|end_turn:3,3,9,0,3,Bash|SendMessage|ToolSearch,0,0,0,0,28,0.12,36.0,1308.0,0,0
4069530a4bae,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:17:00.693000+00:00,2026-04-11 13:17:00,+10:00,6,Saturday,383.0,0,1,17,296,174,174,736,127162,59937717,1830739,2.0,430.0,97.0,claude-opus-4-6:296,claude-opus-4-6,standard,not_available,standard,1543.0,1347,220.0,88.0,0,0.0,206,0,100.0,34,0,16,1,0,2,0,0,0,tool_use:252|end_turn:16,16,252,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,1984,0.77,334.0,7480.0,0,0
44587770a084,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T04:08:47.425000+00:00,2026-04-11 14:08:47,+10:00,6,Saturday,434.8,0,1,30,646,375,375,2130,268600,137436449,4036510,3.0,416.0,97.1,claude-opus-4-6:645|<synthetic>:1,claude-opus-4-6,standard,not_available,standard,1547.0,490.0,135.0,56,0,0.0,496,0,100.0,74,0,20,2,0,8,4,0,0,tool_use:607|end_turn:26|stop_sequence:1,26,607,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,1,1,0,5674,1.49,623.0,8953.0,0,0
b67e8f5f26d2,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:32:47.318000+00:00,2026-04-11 12:32:47,+10:00,6,Saturday,338.8,0,1,8,85,43,43,205,38988,7649966,571831,2.0,459.0,93.0,claude-opus-4-6:85,claude-opus-4-6,standard,not_available,standard,2229.0,1999.0,339.0,138.0,0,0.0,44,0,100.0,9,0,9,1,0,2,0,0,0,tool_use:60|end_turn:8,8,60,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,274,0.25,116.0,4874.0,0,0
596fe7ec4e5d,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:56:32.366000+00:00,2026-04-11 13:56:32,+10:00,6,Saturday,422.5,0,1,24,511,306,306,1581,204006,115175890,3553518,3.0,399.0,97.0,claude-opus-4-6:511,claude-opus-4-6,standard,not_available,standard,1839.0,896.0,153.0,58,0,0.0,397,0,100.0,59,0,19,2,0,8,4,0,0,tool_use:456|end_turn:20,20,456,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,1,1,0,4087,1.21,487.0,8500.0,0,0
614e9e3a8a54,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:28:57.582000+00:00,2026-04-11 12:28:57,+10:00,6,Saturday,334.9,0,1,7,47,21,21,152,20640,2677246,510992,3.0,439.0,84.0,claude-opus-4-6:47,claude-opus-4-6,standard,not_available,standard,2481.0,2295,322.0,164.0,0,0.0,21,0,100.0,3,0,9,1,0,2,0,0,0,tool_use:32|end_turn:7,7,32,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,158,0.14,62.0,2949.0,0,0
c4a1cceca75d,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T03:47:03.416000+00:00,2026-04-11 13:47:03,+10:00,6,Saturday,413.0,0,1,22,431,260,260,1251,180082,108312291,3459428,3.0,418.0,96.9,claude-opus-4-6:431,claude-opus-4-6,standard,not_available,standard,1973.0,1262.0,169.0,63,0,0.0,330,0,100.0,50,0,19,2,0,8,4,0,0,tool_use:378|end_turn:19,19,378,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,1,1,0,3269,1.04,439.0,8186.0,0,0
e4aa22f10a76,2026-04-10T20:54:02.119000+00:00,2026-04-11 06:54:02,2026-04-11T02:34:32.835000+00:00,2026-04-11 12:34:32,+10:00,6,Saturday,340.5,0,1,10,91,45,45,241,53639,8586811,588202,3.0,589.0,93.6,claude-opus-4-6:91,claude-opus-4-6,standard,not_available,standard,2186.0,1999.0,361.0,152.0,0,0.0,46,0,100.0,10,0,13,1,0,2,0,0,0,tool_use:80|end_turn:10,10,80,0,6,Bash|Edit|Grep|Read|SendMessage|ToolSearch,0,0,0,0,571,0.27,158.0,5364.0,0,0
2a4e995dd4d4,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T01:57:32.810000+00:00,2026-04-11 11:57:32,+10:00,6,Saturday,301.6,0,1,37,427,266,266,987,1077314,78185295,8092421,2.0,2523.0,90.6,claude-opus-4-6:427,claude-opus-4-6,standard,not_available,standard,3620.0,2781,1163.0,740,0,0.0,266,0,100.0,48,0,57,2,2,20,5,0,0,tool_use:392|end_turn:34,34,392,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,3,3,0,2556,1.42,3575.0,29117.0,0,0
0eff51937a08,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T23:47:03.278000+00:00,2026-04-11 09:47:03,+10:00,6,Saturday,171.1,0,1,31,309,186,186,779,771287,50000901,5522053,3.0,2496.0,90.1,claude-opus-4-6:309,claude-opus-4-6,standard,not_available,standard,3340.0,2781,1036.0,585,0,0.0,186,0,100.0,30,0,49,2,2,17,1,0,0,tool_use:248|end_turn:29,29,248,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,1390,1.81,4512.0,24880.0,0,0
0a4cc9a81718,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T02:55:57.342000+00:00,2026-04-11 12:55:57,+10:00,6,Saturday,360.0,0,1,44,557,328,328,1182,1227743,97208345,8983569,2.0,2204.0,91.5,claude-opus-4-6:557,claude-opus-4-6,standard,unknown,standard,3285.0,2644.0,1199.0,832,0,0.0,330,0,100.0,62,0,66,3,3,20,5,0,0,tool_use:516|end_turn:41,41,516,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,3,3,0,3320,1.55,3414.0,27903.0,0,0
e04e0624dfc6,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T02:12:35.635000+00:00,2026-04-11 12:12:35,+10:00,6,Saturday,316.6,0,1,39,512,308,308,1097,1134863,87817936,8334825,2.0,2217.0,91.3,claude-opus-4-6:512,claude-opus-4-6,standard,not_available,standard,3495.0,2668,1191.0,767.0,0,0.0,309,0,100.0,57,0,61,3,2,20,5,0,0,tool_use:456|end_turn:36,36,456,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,3,3,0,2878,1.62,3587.0,29099.0,0,0
fde66bd8bd64,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T21:15:55.932000+00:00,2026-04-11 07:15:55,+10:00,6,Saturday,20.0,0,1,6,52,29,29,177,89882,4695345,520723,3.0,1728.0,90.0,claude-opus-4-6:52,claude-opus-4-6,standard,not_available,standard,2074.0,1630.0,950.0,394,0,0.0,29,0,100.0,4,0,3,0,0,2,0,0,0,tool_use:43|end_turn:6,6,43,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,205,2.6,4507.0,14980.0,0,0
1d748a670def,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:06:25.564000+00:00,2026-04-11 08:06:25,+10:00,6,Saturday,70.5,0,1,18,154,87,87,444,449424,23674418,1170742,3.0,2918.0,95.3,claude-opus-4-6:154,claude-opus-4-6,standard,not_available,standard,2629.0,1630.0,995.0,535,0,0.0,87,0,100.0,14,0,19,1,0,8,0,0,0,tool_use:133|end_turn:17,17,133,0,6,Bash|Glob|Grep|Read|SendMessage|ToolSearch,0,1,1,0,633,2.19,6383.0,24968.0,0,0
eeefb84f08ba,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:02:46.037000+00:00,2026-04-11 08:02:46,+10:00,6,Saturday,66.8,0,1,17,146,83,83,421,432942,22712653,1118974,3.0,2965.0,95.3,claude-opus-4-6:146,claude-opus-4-6,standard,not_available,standard,2703.0,1648,1042.0,546,0,0.0,83,0,100.0,13,0,18,1,0,6,0,0,0,tool_use:126|end_turn:15,15,126,0,6,Bash|Glob|Grep|Read|SendMessage|ToolSearch,0,1,1,0,605,2.19,6486.0,25467.0,0,0
9fa1972bfa3e,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T02:30:14.272000+00:00,2026-04-11 12:30:14,+10:00,6,Saturday,334.3,0,1,42,555,328,328,1170,1227588,97169473,8485796,2.0,2212.0,92.0,claude-opus-4-6:555,claude-opus-4-6,standard,unknown,standard,3401.0,2724.0,1208.0,833,0,0.0,329,0,100.0,62,0,63,3,2,20,5,0,0,tool_use:516|end_turn:39,39,516,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,3,3,0,3314,1.66,3676.0,29228.0,0,0
0be0e595319f,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T21:50:20.698000+00:00,2026-04-11 07:50:20,+10:00,6,Saturday,54.4,0,1,13,93,49,49,318,362150,17443206,830299,3.0,3894.0,95.5,claude-opus-4-6:93,claude-opus-4-6,standard,unknown,standard,2123.0,1648,1293.0,688.0,0,0.0,49,0,100.0,7,0,13,1,0,3,0,0,0,tool_use:80|end_turn:13,13,80,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,366,1.71,6664.0,27858.0,0,0
39bf0f815b85,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T01:42:48.118000+00:00,2026-04-11 11:42:48,+10:00,6,Saturday,286.9,0,1,33,393,245,245,903,931170,66976461,7821523,2.0,2369.0,89.5,claude-opus-4-6:393,claude-opus-4-6,standard,not_available,standard,3335.0,2781,1121.0,660.0,0,0.0,245,0,100.0,42,0,51,2,2,18,1,0,0,tool_use:339|end_turn:31,31,339,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,2064,1.37,3249.0,28217.0,0,0
4dbadd192e3c,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T01:14:22.039000+00:00,2026-04-11 11:14:22,+10:00,6,Saturday,258.4,0,1,32,361,223,223,851,838908,58652280,6601761,2.0,2324.0,89.9,claude-opus-4-6:361,claude-opus-4-6,standard,not_available,standard,3424.0,2896.0,1050.0,592.0,0,0.0,223,0,100.0,37,0,51,2,2,18,1,0,0,tool_use:296|end_turn:30,30,296,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,1683,1.4,3250.0,26216.0,0,0
abc5a04430c0,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T20:57:28.722000+00:00,2026-04-11 06:57:28,+10:00,6,Saturday,1.5,0,1,1,20,14,14,65,2583,747169,325486,3.0,129.0,69.7,claude-opus-4-6:20,claude-opus-4-6,standard,not_available,standard,4715,4715,150.0,144.0,0,0.0,14,0,100.0,4,0,0,0,0,0,0,0,0,tool_use:6|end_turn:1,1,6,0,3,Read|SendMessage|ToolSearch,0,0,0,0,35,13.08,1732.0,2583.0,1,1
ea58bf9ec4d5,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:18:47.102000+00:00,2026-04-11 08:18:47,+10:00,6,Saturday,82.8,0,1,23,228,133,133,578,556877,39246209,1560847,3.0,2442.0,96.2,claude-opus-4-6:228,claude-opus-4-6,standard,unknown,standard,2763.0,2619,1014.0,559,0,0.0,133,0,100.0,22,0,26,1,0,10,0,0,0,tool_use:206|end_turn:22,22,206,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,1,1,0,1094,2.75,6730.0,24212.0,0,0
90291bd2da72,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T21:09:37.364000+00:00,2026-04-11 07:09:37,+10:00,6,Saturday,13.7,0,1,5,46,27,27,156,60281,3635849,487404,3.0,1310.0,88.2,claude-opus-4-6:46,claude-opus-4-6,standard,not_available,standard,1965.0,1611,856.0,351,0,0.0,27,0,100.0,4,0,3,0,0,2,0,0,0,tool_use:38|end_turn:5,5,38,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,192,3.36,4420.0,12056.0,0,0
fcad1de206eb,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T01:44:38.450000+00:00,2026-04-11 11:44:38,+10:00,6,Saturday,288.7,0,1,34,398,247,247,918,980723,68639555,7897670,2.0,2464.0,89.7,claude-opus-4-6:398,claude-opus-4-6,standard,not_available,standard,3277.0,2724.0,1133.0,705,0,0.0,247,0,100.0,42,0,51,2,2,18,1,0,0,tool_use:364|end_turn:32,32,364,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,2322,1.38,3400.0,28845.0,0,0
c781980417ca,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:17:15.894000+00:00,2026-04-11 08:17:15,+10:00,6,Saturday,81.3,0,1,21,215,125,125,540,527150,35768433,1475920,3.0,2452.0,96.0,claude-opus-4-6:215,claude-opus-4-6,standard,not_available,standard,2686.0,2132,973.0,538.0,0,0.0,125,0,100.0,21,0,23,1,0,10,0,0,0,tool_use:179|end_turn:20,20,179,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,1,1,0,846,2.64,6489.0,25102.0,0,0
d140224bf625,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T23:19:49.811000+00:00,2026-04-11 09:19:49,+10:00,6,Saturday,143.9,0,1,29,262,153,153,707,731943,46931918,5228133,3.0,2794.0,90.0,claude-opus-4-6:262,claude-opus-4-6,standard,not_available,standard,3323.0,2781,1085.0,585,0,0.0,153,0,100.0,25,0,42,2,1,17,1,0,0,tool_use:234|end_turn:27,27,234,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,1294,1.82,5092.0,25239.0,0,0
7354d6a0aa1e,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T03:00:58.794000+00:00,2026-04-11 13:00:58,+10:00,6,Saturday,365.0,0,1,46,565,333,333,1215,1242517,99404547,9020076,2.0,2199.0,91.7,claude-opus-4-6:565,claude-opus-4-6,standard,not_available,standard,3172.0,2428.0,1196.0,829.0,0,0.0,335,0,100.0,62,0,67,3,3,20,5,0,0,tool_use:522|end_turn:42,42,522,0,9,Bash|Edit|Glob|Grep|Read|SendMessage|TaskUpdate|ToolSearch|Write,0,3,3,0,3380,1.55,3407.0,27011.0,0,0
d34e93234545,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T23:23:46.741000+00:00,2026-04-11 09:23:46,+10:00,6,Saturday,147.8,0,1,30,263,153,153,713,744278,46979363,5229282,3.0,2830.0,90.0,claude-opus-4-6:263,claude-opus-4-6,standard,not_available,standard,3287.0,2724.0,1080.0,586.0,0,0.0,153,0,100.0,25,0,45,2,1,17,1,0,0,tool_use:235|end_turn:27,27,235,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,2,2,0,1309,1.78,5040.0,24809.0,0,0
2fb3c30a6bc5,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-11T02:36:26.577000+00:00,2026-04-11 12:36:26,+10:00,6,Saturday,340.5,0,1,43,556,328,328,1176,1227590,97188909,8734613,2.0,2208.0,91.8,claude-opus-4-6:556,claude-opus-4-6,standard,not_available,standard,3355.0,2668,1203.0,832.0,0,0.0,330,0,100.0,62,0,65,3,2,20,5,0,0,tool_use:516|end_turn:39,39,516,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,3,3,0,3317,1.63,3609.0,28549.0,0,0
9844de31c476,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:26:46.500000+00:00,2026-04-11 08:26:46,+10:00,6,Saturday,90.8,0,1,24,239,140,140,609,579826,42451827,1619534,3.0,2426.0,96.3,claude-opus-4-6:239,claude-opus-4-6,standard,not_available,standard,2826.0,2644.0,1043.0,559,0,0.0,140,0,100.0,23,0,29,1,0,10,0,0,0,tool_use:211|end_turn:23,23,211,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,1,1,0,1114,2.63,6391.0,24159.0,0,0
bf03057a11af,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T21:01:33.667000+00:00,2026-04-11 07:01:33,+10:00,6,Saturday,5.6,0,1,3,35,22,22,115,22630,2182163,393259,3.0,647.0,84.7,claude-opus-4-6:35,claude-opus-4-6,standard,not_available,standard,2391.0,1611,966.0,255,0,0.0,22,0,100.0,4,0,2,0,0,0,0,0,0,tool_use:30|end_turn:3,3,30,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,153,6.24,4053.0,7543.0,1,0
e9591ac7cd8a,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T20:59:56.990000+00:00,2026-04-11 06:59:56,+10:00,6,Saturday,4.0,0,1,2,30,20,20,95,10295,1669492,361568,3.0,343.0,82.2,claude-opus-4-6:30,claude-opus-4-6,standard,not_available,standard,2780.0,2780.0,1117.0,208.0,0,0.0,20,0,100.0,4,0,1,0,0,0,0,0,0,tool_use:21|end_turn:1,1,21,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,101,7.5,2597.0,5148.0,1,1
23e969f5ec5a,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T22:48:33.218000+00:00,2026-04-11 08:48:33,+10:00,6,Saturday,112.6,0,1,27,259,152,152,689,713741,46912482,4316248,3.0,2756.0,91.6,claude-opus-4-6:259,claude-opus-4-6,standard,not_available,standard,2989.0,2781,1088.0,585,0,0.0,152,0,100.0,24,0,37,2,1,16,0,0,0,tool_use:232|end_turn:26,26,232,0,8,Bash|Edit|Glob|Grep|Read|SendMessage|ToolSearch|Write,0,1,1,0,1282,2.3,6345.0,26435.0,0,0
b6f2c53ecd69,2026-04-10T20:55:56.986000+00:00,2026-04-11 06:55:56,2026-04-10T21:41:22.464000+00:00,2026-04-11 07:41:22,+10:00,6,Saturday,45.4,0,1,11,79,41,41,274,304157,11858551,769362,3.0,3850.0,93.9,claude-opus-4-6:79,claude-opus-4-6,standard,not_available,standard,2179.0,1648,1387.0,688.0,0,0.0,41,0,100.0,5,0,8,1,0,3,0,0,0,tool_use:67|end_turn:11,11,67,0,5,Bash|Grep|Read|SendMessage|ToolSearch,0,0,0,0,320,1.74,6702.0,27651.0,0,0
